symbol,strategy,exit_mode,p1,p2,p3,atr_per,sl_mult,trail_mult,sharpe,trades,return_pct,dd_pct,win_rate
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,10,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,14,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,7,7,3.5,21,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,10,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,14,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.0,21,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,10,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,14,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,2.5,21,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.5,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.5,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.5,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,1.5,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,2.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,2.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,2.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,2.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,10,2.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,0.8,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,0.8,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,0.8,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,0.8,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,0.8,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.0,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.0,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.0,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.0,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.0,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.2,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.2,2.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.2,3.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.2,3.5,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.2,4.0,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.5,1.8,0.000,0,0.00,0.00,0.00
AAVEUSDT,supertrend,sig_be,10,10,3.0,14,1.5,2.5,0.000,0,0.00,0.00,0.00
